ROWS_SITE_ID,HYDRO_SITE_ID,HYDSTRA_SITE_ID,PARENT_ID,STORAGES_PARENT,SHORT_NAME,LONG_NAME,DATA_ENTRY,DATA_ENTRY_PARAMS,DATA_ENTRY_SEQ,OPS_REACH,OPS_REACH_SEQ,RATING,CAPACITY,PARAMS2HYDRO_OBS,PARAMS2HYDRO_FCST,PARAMS2HYDRO_CALC,TO_MDBC_OPS,DOWNSTREAM_SITE,FSL,FSV,SURL,SURV,OPT,OPC,OPT_SENSOR_2,LATITUDE,LONGITUDE,GAUGEZ,ELEVATION,CEASE_TO_FLOW,CATCHMENT,STATION_TYPE,MODEL_TYPE,EWSRC_ID,H_TIMESTEP,Q_TIMESTEP,V_TIMESTEP,DEAD_STORAGE,R_WEEKLY,R_FLOW_SAL,R_STORAGE,R_FLOW_LEVEL,R_RIVER_SAL,FL_MAJOR,FL_MODERATE,FL_MINOR,SMS_CMD,SMS_NO,V_H_HMAX,V_H_HMIN,V_H_SMAX,V_H_SMIN,V_H_ROR,V_H_ROF,V_H_SRD,V_H_SRT,V_Q_HMAX,V_Q_HMIN,V_Q_SMAX,V_Q_SMIN,V_Q_ROR,V_Q_ROF,V_Q_SRD,V_Q_SRT,V_WT_HMAX,V_WT_HMIN,V_WT_SMAX,V_WT_SMIN,V_WT_ROR,V_WT_ROF,V_WT_SRD,V_WT_SRT,V_AT_HMAX,V_AT_HMIN,V_AT_SMAX,V_AT_SMIN,V_AT_ROR,V_AT_ROF,V_AT_SRD,V_AT_SRT,V_EC_HMAX,V_EC_HMIN,V_EC_SMAXR,V_EC_SMIN,V_EC_ROR,V_EC_ROF,V_EC_SRD,V_EC_SRT,V_DO_HMAX,V_DO_HMIN,V_DO_SMAX,V_DO_SMIN,V_DO_ROR,V_DO_ROF,V_DO_SRD,V_DO_SRT,SO_H_MAX,SO_H_MIN,SO_H_WL1,SO_Q_MAX,SO_Q_MIN,SO_Q_WL1,H_OBS,Q_OBS,P_OBS,WT_OBS,AT_OBS,EC_OBS,DO_OBS,EVAP_OBS,pH_OBS,H_PREFERRED,Q_PREFERRED,P_PREFERRED,V_PREFERRED,EC_PREFERRED,WT_PREFERRED,AT_PREFERRED,DO_PREFERRED,EVAP_PREFERRED,pH_PREFERRED,THRESHOLD,SOURCE_PARAMS,SOURCE_SEQ,EWSRC_Q_SEQ,EWSRC_QORD_SEQ,EWSRC_H_SEQ,EWSRC_V_SEQ,EWSRC_P_SEQ,EWSRC_E_SEQ,EWSRC_EC_SEQ,FLOOD_OPS,FLOOD_OPS_PARAMS,DAILY_FLOOD
R_A4260507,LOCK8DS,A4260507,,,R Murray ds Lock 8,River Murray at Lock 8 Downstream (AMTD 725.7km),SouthOz,H;Q;,SOU_09,,,,,H;Q;,Q;,,,,,,,,Y,SAW,,-34.12867788,141.39804490,0.000,0.000,22.100,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,EustonToSA,Q;,236,EWS_PQ_081,,,,,,,,,
R_A4260508,LOCK7US,A4260508,,,Lock 7 US,River Murray at Lock 7 Upstream (AMTD 696.6km),SouthOz,H;WT;EC;,SOU_10,,,,,H;WT;EC;,,,,R_A4260509,22.10,12962.00,22.25,13585.00,Y,SAW,,-34.06818921,141.24496060,0.000,0.000,19.250,South Australia,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,EustonToSA,H;,237,,,,,,,EWS_OEC_006,,,
R_A4260509,LOCK7DS,A4260509,,,R Murray ds Lock 7,River Murray at Lock 7 Downstream (AMTD 696.6km),SouthOz,H;Q;,SOU_11,,,,,H;Q;,,,,,,,,,Y,SAW,,-34.06718492,141.24487470,0.000,0.000,19.250,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,EustonToSA,Q;,238,EWS_PQ_082,,,,,,,,,
R_A4260510,LOCK6US,A4260510,,,R Murray us Lock 6,River Murray at Lock 6 Upstream (AMTD 619.8km),SouthOz,H;WT;EC;,SOU_21,,,,,H;WT;EC;,,,,R_A4260511,19.25,33882.00,19.40,36972.00,Y,SAW,,-33.99668166,140.88741140,0.000,0.000,16.300,South Australia,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPC,OPT,OPT,OPC,OPT,OPT,OPT,OPC,,SAToMurrayMouth,H;,239,,,EWS_OH_029,,,,EWS_OEC_008,,,
R_A4260511,LOCK6DS,A4260511,,,R Murray ds Lock 6,River Murray at Lock 6 Downstream (AMTD 619.8km),SouthOz,H;Q;,SOU_22,,,,,H;Q;,,,,,,,,,Y,SAW,,-33.99588111,140.88673540,0.000,0.000,16.300,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,SAToMurrayMouth,Q;,240,EWS_PQ_086,,,,,,,,,
R_A4260512,LOCK5US,A4260512,,,R Murray us Lock 5,River Murray at Lock 5 Upstream (AMTD 562.4km),SouthOz,H;WT;EC;,SOU_24,,,,,H;WT;EC;,,,,R_A4260513,16.30,51790.00,16.80,67620.00,Y,SAW,,-34.18872837,140.76659930,0.000,0.000,13.200,South Australia,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,H;,241,,,EWS_OH_030,,,,EWS_OEC_009,,,
R_A4260513,LOCK5DS,A4260513,,,R Murray ds Lock 5,River Murray at Lock 5 Downstream (AMTD 562.4km),SouthOz,H;Q;EVAP;P;,SOU_27,,,,,H;Q;EVAP;P;,,,,,,,,,Y,SAW,,-34.18890586,140.76548350,0.000,0.000,13.200,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,Y,,OPC,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,SAToMurrayMouth,Q;P;,242,EWS_PQ_087,,,,EWS_OP_007,EWS_OE_007,,,,
R_A4260514,LOCK4US,A4260514,,,R Murray us Lock 4,River Murray at Lock 4 Upstream (AMTD 516.2km),SouthOz,H;EC;,SOU_29,,,,,EC;H;,,,,R_A4260515,13.20,34981.00,13.50,40817.00,Y,SAW,,-34.34218011,140.57716560,0.000,0.000,9.800,South Australia,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,OPC,OPC,OPT,OPT,OPC,OPT,OPT,OPT,OPC,,,H;,243,,,EWS_OH_031,,,,EWS_OEC_018,,,
R_A4260515,LOCK4DS,A4260515,,,R Murray ds Lock 4,River Murray at Lock 4 Downstream (AMTD 516.2km),SouthOz,H;Q;,SOU_31,,,,,H;Q;,,,,,,,,,Y,SAW,,-34.34318556,140.57731580,0.000,0.000,9.800,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,SAToMurrayMouth,Q;,244,EWS_PQ_088,,,,,,,,,
R_A4260516,LOCK3US,A4260516,,,R Murray us Lock 3,River Murray at Lock 3 Upstream (AMTD 431.4km),SouthOz,H;EC;,SOU_34,,,,,EC;H;,,,,R_A4260517,9.80,62100.00,9.95,68376.00,Y,SAW,,-34.18796957,140.35909670,0.000,0.000,6.100,South Australia,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,OPC,OPC,OPT,OPT,OPC,OPT,OPT,OPT,OPC,,,H;,245,,,EWS_OH_032,,,,EWS_OEC_020,,,
R_A4260517,LOCK3DS,A4260517,,,R Murray ds Lock 3,River Murray at Lock 3 Downstream (AMTD 431.4km),SouthOz,H;Q;,SOU_35,,,,,H;Q;,,,,,,,,,Y,SAW,,-34.18730839,140.35823830,0.000,0.000,6.100,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,SAToMurrayMouth,Q;,246,EWS_PQ_089,,,,,,,,,
R_A4260518,LOCK2US,A4260518,,,R Murray us Lock 2,River Murray at Lock 2 Upstream (AMTD 362.1km),SouthOz,H;WT;EC;,SOU_38,,,,,H;WT;EC;,,,,R_A4260519,6.10,34244.00,6.30,37651.00,Y,SAW,,-34.07720506,139.93213730,0.000,0.000,3.200,South Australia,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,H;,247,,,EWS_OH_033,,,,EWS_OEC_021,,,
R_A4260519,LOCK2DS,A4260519,,,R Murray ds Lock 2,River Murray at Lock 2 Downstream (AMTD 362.1km),SouthOz,H;Q;,SOU_40,,,,,H;Q;,,,,,,,,,Y,SAW,,-34.07684960,139.93106440,0.000,0.000,3.200,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,SAToMurrayMouth,Q;,248,EWS_PQ_091,,,,,,,,,
R_A4260521,MANNUM,A4260521,,,Mannum No1 PS,River Murray at Mannum No.1 Pump Station (AMTD 149.8km),SouthOz,H;EC;,SOU_46,,,,,EC;H;,,,,,,,,,,SAW,,-34.92030000,139.30890000,0.000,7.000,0.000,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPC,OPT,OPT,OPT,OPC,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_012,,,
R_A4260524,MILANG,A4260524,R_LKALEX,,Lake Alex @ Milang Jetty,Lake Alexandrina at Milang Jetty (Recorder),Goolwa,H;EC;,GOO_07,,,,,EC;H;,,,,,,,,,Y,,,-35.40594921,138.97740830,0.000,2.000,0.000,South Australia;Lower Lakes,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,SAToMurrayMouth,,,,,,,,,EWS_OEC_013,,,
R_A4260525,GOOLBDS,A4260525,R_LKALEX,,D/S Goolwa Barrage,Goolwa Channel at Goolwa Barrage (Recorder),Goolwa,H;Q;,GOO_10,,,,,Q;H;,,,,,,,,,Y,,,-35.52840000,138.80830000,0.000,2.000,0.000,South Australia;Lower Lakes,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;,249,EWS_OQ_090,,,,,,,,,
R_A4260526,MUNDOO,A4260526,R_LKALEX,,U/S Mundoo Barrage,Lake Alexandrina at Mundoo Barrage,Goolwa,H;GatesOpen;Q;EVAP;P;WDIR;WVEL;GatesOpen.vs;,GOO_12,,,,,Q;EVAP;GatesOpen;H;P;WDIR;WVEL;GatesOpen.vs;,,,,,,,,,,,,-35.54052822,138.90436128,0.000,0.000,0.000,South Australia;Lower Lakes,Storage,,Y,,,,,barrages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,Y,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,250,EWS_OQ_091,,,,EWS_OP_010,EWS_OE_010,,,,
R_A4260527,TAUWIT,A4260527,R_LKALEX,,U/S Tauwitchere Bg,Lake Alexandrina at Tauwitchere Barrage,Goolwa,H;Q;GatesOpen;GatesOpen.vs;GatesOpen.rr;,GOO_17,,,,,Q;GatesOpen;GatesOpen.rr;GatesOpen.vs;H;,,,,,,,,,Y,,,-35.58278637,139.00185990,0.000,2.000,0.000,South Australia;Lower Lakes,Storage,,Y,,,,,barrages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;,251,EWS_OQ_094,,,,,,,,,
R_A4260528,OVERLAN,A4260528,,,Overland Corner,River Murray at Overland Corner (AMTD 417.5km),SouthOz,H;Q;,SOU_36,,,Y,,H;Q;,,,,,,,,,Y,SAW,,-34.17871333,140.27537489,0.000,0.000,6.000,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,EWS_OQ_089,,,,,,,,,
R_A4260537,BERRI,A4260537,,,R Murray/Berri IPS,River Murray at Berri Irrigation PS (AMTD 525.7 Km),SouthOz,H;EC;,SOU_28,,,,,EC;H;,,,,,,,,,Y,SAW,,-34.28842372,140.60039183,0.000,0.000,0.000,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_010,,,
R_A4260539,WAIKERI,A4260539,,,Waikerie IPS,River Murray at Waikerie Irrigation PS (AMTD 383.0 Km),SouthOz,H;,SOU_37,,,,,H;,,,,,,,,,,SAW,,-34.17666961,139.98676553,0.000,0.000,0.000,South Australia,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_A4260550,LOXTON,A4260550,,,Loxton IPS,River Murray at Loxton Irrigation PS (AMTD 493.9 Km),SouthOz,H;EC;,SOU_32,,,,,EC;H;,,,,,,,,,Y,SAW,,-34.41735444,140.59107394,0.000,0.000,0.000,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,OPT,OPT,OPT,OPT,OPC,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_019,,,
R_A4260553,LVIC,A4260553,,,Lake Vic @ Outlet Reg,Lake Victoria at Outlet Regulator,SouthOz,H;V;EC;,SOU_14,,,,,EC;H;V;,V;,VL_calc.evap,,R_A4260502,27.00,676621.00,,,,SAW,,-34.03894794,141.27649300,0.000,0.000,0.000,South Australia,Storage,,Y,,,,97450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,OPC,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPC,,,Q;EC;,252,,,EWS_OH_028,EWS_OV_028,,,EWS_OEC_004,,,
R_A4260554,MORGAN,A4260554,,,Morgan No1 PS,River Murray at Morgan No1 Pump Station (AMTD 321.7 Km),SouthOz,H;EC;,SOU_41,,,,,EC;H;,,,,,,,,,,SAW,,-34.02144353,139.68861011,0.000,0.000,0.000,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,SAToMurrayMouth,,,,,,,,,EWS_OEC_011,,,
R_A4260570,BOUNDCK,A4260570,R_LKALEX,,U/S Boundary Ck Bg,Lake Alexandrina at Boundary Creek Barrage,Goolwa,GatesOpen;Q;GatesOpen.vs;,GOO_15,,,,,Q;GatesOpen;GatesOpen.vs;,,,,,,,,,,,,-35.55298206,138.94705814,0.000,0.000,0.000,South Australia;Lower Lakes,Storage,,Y,,,,,barrages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;,253,EWS_OQ_092,,,,,,,,,
R_A4260571,EWEI,A4260571,R_LKALEX,,U/S Ewe Island Bg,Lake Alexandrina at Ewe Island Barrage,Goolwa,GatesOpen;Q;GatesOpen.vs;,GOO_16,,,,,Q;GatesOpen;GatesOpen.vs;,,,,,,,,,,,,-35.56413156,138.96663247,0.000,0.000,0.000,South Australia;Lower Lakes,Storage,,Y,,,,,barrages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;,254,EWS_OQ_093,,,,,,,,,
R_A4260574,MULGUNA,A4260574,R_LKALEX,,Mulgundawa,Lake Alexandrina near Mulgundawa (Recorder),Goolwa,H;EC;,GOO_04,,,,,EC;H;,,,,,,,,,Y,,,-35.34730000,139.24410000,0.000,2.000,0.750,South Australia;Lower Lakes,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_027,,,
R_A4260575,POLTALL,A4260575,R_LKALEX,,Poltalloch Plains,Lake Alexandrina at Poltalloch Plains (Recorder),Goolwa,H;EC;,GOO_05,,,,,EC;H;,,,,,,,,,Y,,,-35.45220000,139.35010000,0.000,3.500,0.000,South Australia;Lower Lakes,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_025,,,
R_A4260576,,A4260576,,,Monoman Ck /Bridge,Monoman Creek at Bridge upstream Chowilla Creek,,,,,,,,H;,,,,,,,,,,,,-33.96250000,140.87360000,0.000,0.000,0.000,South Australia,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_A4260579,,A4260579,,,Slaneys/Chowilla,Slaneys Creek 150m upstream Chowilla Confluence,Chowilla,,CHO_0,,,,,EC;WT,,,,,,,,,,,,-33.94201694,140.93325461,0.000,0.000,0.000,South Australia,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_A4260580,,A4260580,,,Punkah Ck/Sheep Brdg,Punkah Creek at Sheep Bridge Chowilla (pontoon),Chowilla,,CHO_0,,,,,DO;DO%;EC;WT,,,,,,,,,,,,-33.92110000,140.95250000,0.000,0.000,0.000,South Australia,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,Y,Y,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_A4260595,,A4260595,,,Punkah Ck/Scab House,Punkah Creek at Scab Inspectors House Chowilla,Chowilla,,CHO_0,,,,,EC;WT,,,,,,,,,,,,-33.94275650,140.99612597,0.000,0.000,0.000,South Australia,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_A4260600,,A4260600,,,I Bank Ck us Hyperna,I Bank Creek upstream Hyperna Creek Chowilla,Chowilla,,CHO_0,,,,,Q;H;,,,,,,,,,,,,-33.97296567,140.96711317,0.000,0.000,0.000,South Australia,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_A4260603,ALXBC23,A4260603,R_LKALEX,,Pelican Point AWS,Pelican Point AWS,Goolwa,WDIR;WVEL;,GOO_13,,,,,WDIR;WVEL;,,,,,,,,,Y,,,-35.59730000,139.02670000,0.000,2.000,0.000,South Australia;Lower Lakes,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_A4260628,RENMARK,A4260628,,,Renmark Domestic PS,River Murray at Renmark Domestic PS (AMTD 567.9km),SouthOz,H;EC;,SOU_23,,,,,EC;H;Q;,,,,,,,,,,SAW,,-34.16660000,140.75350000,0.000,0.000,0.000,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,OPC,OPT,OPT,OPT,OPC,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_017,,,
R_A4260630,MENINGI,A4260630,R_LKALEX,, Meningie Sailing Club,Lake Albert @ Meningie Sailing Club Jetty,Goolwa,H;EC;,GOO_01,,,,,H;EC;,,,,,,,,,Y,,,-35.68119708,139.34044210,0.000,0.000,0.000,South Australia;Lower Lakes,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,H;,255,,,EWS_OH_046,,,,,,,
R_A4260635,LVICCON,A4260635,,,Frenchman Ck/Old Reg,Frenchmans Creek at Old Control Regulator,SouthOz,EC;,SOU_12,,,,,EC;,,,,,,,,,,SAW,,-34.05855156,141.33572103,0.000,0.000,0.000,South Australia,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,OPT,OPT,OPT,OPT,OPC,OPT,OPT,OPT,OPC,,,,,,,,,,,EWS_OEC_003,,,
R_A4260640,LKALEX,A4260640,R_LKALEX,,Avg Level Lake Alexandrina,Lake Alexandrina at Goolwa Pump Station,Goolwa,H;,GOO_09,,,,,H;,H,,,,,,,,,,,-35.49838644,138.79081364,0.000,0.000,0.000,South Australia;Lower Lakes,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,H;,256,,,EWS_OH_035,,,,,,,
R_A4260641,RRMOUTH,A4260641,,,300m us R Murrray,Rufus River at 300m upstream River Murray,SouthOz,EC;,SOU_20,,,,,EC;,,,,,,,,,,SAW,,-34.06560000,141.24880000,0.000,0.000,0.000,South Australia,River,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,OPT,OPT,OPT,OPT,OPC,OPT,OPT,OPT,OPC,,EustonToSA,,,,,,,,,EWS_OEC_005,,,
R_A4260902,LOCK1US,A4260902,,,R Murray us Lock 1,River Murray at Lock 1 Upstream (AMTD 274.3km),SouthOz,H;EC;WT;,SOU_42,,,,,H;EC;WT;,,,,R_A4260903,3.20,48924.00,3.30,51458.00,Y,SAW,,-34.34995762,139.61555080,0.000,0.000,0.000,South Australia,Storage,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,H;,257,,,EWS_OH_034,,,,EWS_OEC_022,,,
R_A4260903,LOCK1DS,A4260903,,,R Murray ds Lock 1,River Murray at Lock 1 Downstream (AMTD 274.3km),SouthOz,H;EVAP;P;Q;,SOU_45,,,,,H;EVAP;P;Q;,Q;,,,,,,,,Y,SAW,,-34.35094969,139.61574920,0.000,0.000,0.000,South Australia,River,,Y,,,,,river_murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,Y,,OPC,OPC,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,SAToMurrayMouth,Q;P;,258,EWS_PQ_092,,,,EWS_OP_008,EWS_OE_008,,,,
R_A4260904,,A4260904,,,Lake Victoria Met Station - SILO Data,Lake Victoria Meteorological Station,SouthOz,EVAP;P;,SOU_15,,,,,EVAP;P;,,,SouthOz,,,,,,Y,SAW,,-34.04839139,141.26798592,0.000,0.000,0.000,South Australia,meteo,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,259,,,,,EWS_OP_006,EWS_OE_006,,,,
R_A4261000,,LOWERMURRAY,,R_SOUTHBASIN,Lower Murray Summary,Lower Murray Catchment,SStorage,V;%Full;active;dead;cap;,SBS_23;,,,,,V;,,,SStorage,,,,,,,,,-33.66569200,139.92125200,,0.000,,,Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
