ROWS_SITE_ID,HYDRO_SITE_ID,HYDSTRA_SITE_ID,PARENT_ID,STORAGES_PARENT,SHORT_NAME,LONG_NAME,DATA_ENTRY,DATA_ENTRY_PARAMS,DATA_ENTRY_SEQ,OPS_REACH,OPS_REACH_SEQ,RATING,CAPACITY,PARAMS2HYDRO_OBS,PARAMS2HYDRO_FCST,PARAMS2HYDRO_CALC,TO_MDBC_OPS,DOWNSTREAM_SITE,FSL,FSV,SURL,SURV,OPT,OPC,OPT_SENSOR_2,LATITUDE,LONGITUDE,GAUGEZ,ELEVATION,CEASE_TO_FLOW,CATCHMENT,STATION_TYPE,MODEL_TYPE,EWSRC_ID,H_TIMESTEP,Q_TIMESTEP,V_TIMESTEP,DEAD_STORAGE,R_WEEKLY,R_FLOW_SAL,R_STORAGE,R_FLOW_LEVEL,R_RIVER_SAL,FL_MAJOR,FL_MODERATE,FL_MINOR,SMS_CMD,SMS_NO,V_H_HMAX,V_H_HMIN,V_H_SMAX,V_H_SMIN,V_H_ROR,V_H_ROF,V_H_SRD,V_H_SRT,V_Q_HMAX,V_Q_HMIN,V_Q_SMAX,V_Q_SMIN,V_Q_ROR,V_Q_ROF,V_Q_SRD,V_Q_SRT,V_WT_HMAX,V_WT_HMIN,V_WT_SMAX,V_WT_SMIN,V_WT_ROR,V_WT_ROF,V_WT_SRD,V_WT_SRT,V_AT_HMAX,V_AT_HMIN,V_AT_SMAX,V_AT_SMIN,V_AT_ROR,V_AT_ROF,V_AT_SRD,V_AT_SRT,V_EC_HMAX,V_EC_HMIN,V_EC_SMAXR,V_EC_SMIN,V_EC_ROR,V_EC_ROF,V_EC_SRD,V_EC_SRT,V_DO_HMAX,V_DO_HMIN,V_DO_SMAX,V_DO_SMIN,V_DO_ROR,V_DO_ROF,V_DO_SRD,V_DO_SRT,SO_H_MAX,SO_H_MIN,SO_H_WL1,SO_Q_MAX,SO_Q_MIN,SO_Q_WL1,H_OBS,Q_OBS,P_OBS,WT_OBS,AT_OBS,EC_OBS,DO_OBS,EVAP_OBS,pH_OBS,H_PREFERRED,Q_PREFERRED,P_PREFERRED,V_PREFERRED,EC_PREFERRED,WT_PREFERRED,AT_PREFERRED,DO_PREFERRED,EVAP_PREFERRED,pH_PREFERRED,THRESHOLD,SOURCE_PARAMS,SOURCE_SEQ,EWSRC_Q_SEQ,EWSRC_QORD_SEQ,EWSRC_H_SEQ,EWSRC_V_SEQ,EWSRC_P_SEQ,EWSRC_E_SEQ,EWSRC_EC_SEQ,FLOOD_OPS,FLOOD_OPS_PARAMS,DAILY_FLOOD
R_082139,HUNTERS,082139,,,HUNTERS HILL,HUNTERS HILL (CBM),,,,,,,,,,,,,,,,,,BOM,,-36.41000000,147.54120000,,-3.236,,Upper Murray,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Hume,P_obs;,
R_082163,,082163,,,CARBOOR UPPER,CARBOOR UPPER,,,,,,,,,,,,,,,,,,BOM,,-36.63640000,146.55470000,,0.000,,Ovens,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_082165,,082165,,,STUMP HILL,STUMP HILL (BARJARG),,,,,,,,,,,,,,,,,,BOM,,-36.95020000,146.00950000,,0.000,,Goulburn-Broken,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_082166,,082166,,,BLOOMFIELD PARK(AVT),BLOOMFIELD PARK (EVERTON),,,,,,,,,,,,,,,,,,BOM,,-36.41860000,146.55720000,,251.000,,Ovens,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_082167,,082167,,,GRETA WEST,GRETA WEST,,,,,,,,,,,,,,,,,,BOM,,-36.53440000,146.21810000,,0.000,,Ovens,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_082169,,082169,,,COORYONG AIRPORT,CORRYONG AIRPORT,,,,,,,,,,,,,,,,,,BOM,,-36.18280000,147.89380000,,290.000,,Upper Murray,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Hume,P_obs;,P
R_083024,,083024,,,MT BULLER,MOUNT BULLER (CBM),,,,,,,,,,,,,,,,,,BOM,,-37.14850000,146.44130000,,-7.402,,Goulburn-Broken,Meteo,TSM_AT;TSMP_P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Yarrawonga,P_obs;,
R_083043,,083043,,,ROCKY VALLEY DAM,ROCKY VALLEY DAM,,,,,,,,,,,,,,,,,,BOM,,-36.87407500,147.29504400,,1620.000,,Upper Murray and Mitta Mitta,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPC,,,,,,,,,,,,,,,,,,Dartmouth;Hume,P_obs_acc;,
R_083055,,083055,,,MT HOTHAM AIRPORT,MT HOTHAM AIRPORT (CBM),,,,,,,,,,,,,,,,,,BOM,,-37.04850000,147.34790000,,-5.795,,Upper Murray,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Dartmouth,P_obs;,
R_083073,,083073,,,MT BUFFALO CHALET,MOUNT BUFFALO CHALET (CBM),,,,,,,,,,,,,,,,,,BOM,,-36.71850000,146.82130000,,-5.669,,Ovens,Meteo,TSM_P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Yarrawonga,P_obs;,
R_083077,,083077,,,BALD HILL,BALD HILL,,,,,,,,,,,,,,,,,,,,-37.03220000,146.35080000,,0.000,,Broken,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_083083,,083083,,,EDI UPPER,EDI UPPER,Rainfall Runoff Model,,,,,,,,,,,,,,,,,BOM,,-36.73960000,146.46710000,,358.748,,Ovens,Meteo,TSM_E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Yarrawonga,,
R_083084,,083084,,,FALLS CREEK,FALLS CREEK (CBM),Rainfall Runoff Model,,,,,,,,,,,,,,,,,BOM,,-36.87080000,147.27550000,,1765.000,,Kiewa,Meteo,TSM_AT;TSMP_P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Dartmouth;Hume,P_obs;,
R_083085,,083085,,,MT HOTHAM,MT HOTHAM (CBM),,,,,,,,,,,,,,,,,,BOM,,-36.99510000,147.14790000,,-5.943,,Kiewa,Meteo,TSM_AT;TSMP_P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Dartmouth;Yarrawonga,P_obs;,
R_083090,,083090,,,OMEO,OMEO,,,,,,,,,,,,,,,,,,BOM,,-37.10000000,147.60000000,,690.000,,Upper Murray,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Dartmouth,P_obs;,
R_088023,,088023,,,LAKE EILDON,LAKE EILDON,,,,,,,,,,,,,,,,,,BOM,,-37.23130000,145.91240000,,230.000,,,Meteo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,Y,,OPT,OPT,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_401000,,UPPERMURRAY,,R_SOUTHBASIN,Upper Murray Summary,Upper Murray Summary,SStorage,V;%Full;active;dead;cap;,SBS_21;,,,,,V;,,,SStorage,,,,,,,,,-35.97300600,148.04467100,,0.000,,,Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_401007,,401007,,,TUMBARUMBA @ TUMBA2,TUMBARUMBA CREEK AT TUMBARUMBA NO.2,,,,,,Y,,,,,,,,,,,Y,,,-35.80250000,148.00870000,,607.142,,Upper Murray,River,,,,,,,,,,,,,,,,,2.09,0.00,,,8.3e-05,8.3e-05,1.0e-03,86400.00,,,,,,,,,,,,,1.6e-03,1.6e-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Hume,H_obs;Q_obs;P_obs;,
R_401008,,401008,,,MANNUS CK @ TOOMA,MANNUS CREEK AT TOOMA,,,,,,Y,,,,,,,,,,,Y,,,-35.94310000,148.02760000,,275.239,,Upper Murray,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.70,2.20,,,1.33e-03,1.33e-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Hume,H_obs;Q_obs;P_obs;,
R_401009,,401009,,,MARAGLE @ MARAGLE,MARAGLE CREEK AT MARAGLE,,,,,,Y,,,,,,,,,,,Y,,,-35.92600000,148.10000000,377.245,377.330,0.085,Upper Murray,River,,,,,,,,,,,,,,,,,,,,,,,1.0e-03,86400.00,,,,,,,,,32.40,0.00,,,1.1e-03,1.1e-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Hume,H_obs;Q_obs;P_obs;,
R_401012,BIGGARA,401012,,,Biggara,MURRAY RIVER AT BIGGARA,Hume,H;Q;WT;EC;P;,HUM_05,EDWOPS;,EW_08;,Y,,Q;EC;H;P;WT;,,,hume,,,,,,Y,,Y,-36.31920000,148.05190000,312.428,312.300,-0.150,Upper Murray,River,STF,Y,,,,,,,,,,3.00,2.60,2.00,RQ,61477726649,3.41,0.11,,,,,1.0e-03,86400.00,,,,,,,,,29.30,1.60,,,2.6e-03,2.5e-03,,,,,,,,,,,610.00,0.00,,,8.3e-03,8.3e-03,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,114,EWS_OQ_008,,,,EWS_OP_018,,EWS_OEC_101,Hume,H_obs;Q_obs;P_obs;,
R_401013,JINGCK,401013,,,Jingellic Ck @ Jingellic,JINGELLIC CREEK AT JINGELLIC,Hume,H;Q;WT;EC;P;,HUM_09,MIDOPS;,MD_30;,Y,,Q;EC;H;P;WT;,Q;,,hume,,,,,,Y,,,-35.89580000,147.69270000,218.465,219.365,0.600,Upper Murray,River,,Y,,,,,,,,,,,,,RQ,61477723354,7.82,0.09,,,8.3e-05,8.3e-05,1.0e-03,86400.00,,,,,,,,,38.80,0.00,,,1.3e-03,1.6e-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,115,EWS_OQ_013,,,,EWS_OP_012,,EWS_OEC_102,Hume,H_obs;P_obs;Q_obs;,
R_401014,PINEGRO,401014,,,Pinegrove,TOOMA RIVER AT PINEGROVE,Hume,H;Q;WT;EC;P;,HUM_01,MIDOPS;EDWOPS;,MD_04;EW_01;,Y,,Q;EC;H;P;WT;,,,hume,,,,,,Y,,Y,-36.04070000,148.05330000,240.917,240.917,0.000,Upper Murray,River,,Y,,,,,,,,,,,,,RQ,61477725491,3.68,0.21,,,,,1.0e-03,86400.00,,,,,,,,,33.10,1.90,,,2.3e-03,2.0e-03,,,,,,,,,,,300.00,0.00,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,116,EWS_OQ_009,,,,EWS_OP_016,,EWS_OEC_092,Hume,H_obs;Q_obs;P_obs;,
R_401015,YAMBLA,401015,,,Yambla,BOWNA CREEK AT YAMBLA,Hume,H;Q;P;,HUM_25,MIDOPS;EDWOPS;,MD_05;EW_02;,Y,,Q;H;P;,,,hume,,,,,,Y,,,-35.91750000,146.97510000,194.307,194.571,0.300,Upper Murray,River,,Y,,,,,,,,,,,,,RQ,61477718921,6.01,-0.01,,,,,1.0e-03,86400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,P;,117,EWS_OQ_125,,,,EWS_OP_036,,,Hume,H_obs;P_obs;Q_obs;,
R_401016,,401016,,,WELUMBA @ THE SQUARE,WELUMBA CREEK AT THE SQUARE,,,,,,Y,,,,,,,,,,,Y,,,-36.03370000,148.11970000,,310.539,,,River,,,,,,,,,,,,,,,,,1.31,0.25,,,5.5e-05,3.3e-05,1.0e-03,86400.00,,,,,,,,,31.80,0.00,,,8.1e-03,3.94e-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Hume,H_obs;Q_obs;P_obs;,
R_401017,,401017,,,MANNUS @ YARRAMUNDI,MANNUS CREEK AT YARRAMUNDI,,,,,,Y,,,,,,,,,,,Y,,,-35.76980000,147.93060000,,509.770,,Upper Murray,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Hume,H_obs;Q_obs;,
R_401024,,401024,,,TUMBARUMBA @ BAKERS,TUMBARUMBA CREEK AT TOOMA (BAKERS),,,,,,Y,,,,,,,,,,,Y,,,-36.00070000,148.07870000,,248.756,,,River,,,,,,,,,,,,,,,,,5.11,0.94,,,1.6e-04,1.6e-04,1.0e-03,86400.00,,,,,,,,,31.90,0.00,,,2.27e-03,2.08e-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Hume,H_obs;Q_obs;,
R_401026,,401026,,,MARAGLE BK@ GLOAMING,MARAGLE BACK CREEK AT GLOAMING,,,,,,Y,,,,,,,,,,,Y,,,-36.00070000,148.07870000,,248.756,,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Hume,H_obs;Q_obs;P_obs;,
R_401027,HUMEUS,401027,,R_401000,HUME DAM,MURRAY RIVER AT HUME DAM - STORAGE GAUGE NO.2,SStorage;Hume;EWN;,H;V;Q.turb;Q.valves;Q.spill;Q.total;Q.rel;%Full;active;dead;cap;Q.wenv,HUM_23;SBS_19;EWN_08,MIDOPS;EDWOPS;,MD_34;EW_32;,,Y,H;V;Q.turb;Q.valves;Q.spill;Q.total;Q.rel;%Full;active;dead;cap;Q.wenv,Q.rel;V;,VL_calc.evap,SStorage;Hume;EWN;,R_409016,192.00,3005200.00,194.30,3485400.00,Y,SWC;GMW,,-36.12500000,147.04000000,0.000,155.800,155.800,Upper Murray,Storage,,Y,,8am_to_8am,,22900.00,mdba_storage;nat_inflow_hume,obs_vol;fcst_vol;obs_flow;fcst_flow;,,,,,,,,,192.26,164.42,,,3.3e-05,3.3e-05,1.0e-03,86400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.00,,Y,,Y,,,,,Y,,OPT,OPT,OPT,Capacity,OPT,OPT,OPT,OPT,OPC,,UpstreamOfHume,H;V;Q.total;,118,EWS_OQ_017,,EWS_OH_003,EWS_OV_003,,,,Hume,H_obs;V_obs;P_obs;,
R_401029,,401029,,,Mannus @ Glenroy2,MANNUS CREEK AT GLENROY NO:2,,,,,,,,,,,,,,,,,Y,,,-35.75616597,147.94257883,527.389,532.130,0.530,Upper Murray,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,OPT,,OPT,,,,,,,,,,,,,,,,,,Hume,H_obs;Q_obs;P_obs;,
R_401201A,JINGELL,401201A,,,Jingellic,MURRAY RIVER @ JINGELLIC,Hume,H;Q;WT;EC;P;,HUM_07,ST_FLOOD;,ST_27;,Y,,Q;EC;H;P;WT;,,,hume,,,,,,Y,BOM,,-35.93141425,147.71149960,206.520,0.000,0.000,Upper Murray,River,,Y,,,,,river_murray,obs_flow;fcst_flow;,,,,7.00,5.50,4.00,cvals,61458221982,8.00,-0.08,,,,,1.0e-03,86400.00,,,,,,,,,30.30,4.80,,,3.3e-03,1.6e-03,,,,,,,,,,,100.00,10.00,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,119,EWS_PQ_003,,,,EWS_OP_011,,EWS_OEC_075,Hume,H_obs;Q_obs;P_obs;,
R_401203A,HINNOMU,401203A,,,Hinnomunjie,MITTA MITTA RIVER @ HINNOMUNJIE,Dartmouth,H;Q;P;,DAR_02,ST_FLOOD;,ST_05;,Y,,Q;H;P;,,,dartmouth,,,,,,Y,BOM;GMW,,-36.94595897,147.60569550,538.386,556.000,-0.080,Upper Murray and Mitta Mitta,River,,Y,,,,,,obs_flow;fcst_flow;,,,,3.00,2.50,1.80,cvals,61458284147,4.03,0.29,,,6.6e-04,6.6e-04,1.0e-03,86400.00,,,,,,,,,28.80,0.70,,,3.83e-03,2.0e-03,,,,,,,,,,,590.00,0.00,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,120,EWS_OQ_002,,,,EWS_OP_021,,,Dartmouth,H_obs;P_obs;Q_obs;,
R_401204A,TALLAND,401204A,R_MURRAY,,Tallandoon,MITTA MITTA RIVER @ TALLANDOON,Dartmouth,H;Q;,DAR_10,ST_FLOOD;,ST_24;,Y,,Q;H;,Q;,,dartmouth,,,,,,Y,BOM,Y,-36.40752232,147.23122380,216.893,0.000,0.000,Upper Murray and Mitta Mitta,River,,Y,,,,,river_murray,obs_flow;fcst_flow;,,,,5.60,4.90,4.20,cvals,61458220728,6.10,0.72,,,,,1.0e-03,86400.00,,,,,,,,,30.30,5.20,,,1.94e-03,1.94e-03,,,,,,,,,,,201.00,0.00,,,,,,,,,,,,,,,3.40,,,,,,Y,,,Y,,Y,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,UpstreamOfHume,Q;,121,EWS_PQ_005,,,,,,,Hume;Dartmouth,H_obs;Q_obs;,
R_401208A,BERRINM,401208A,,,Berringama,CUDGEWA CREEK @ BERRINGAMA,Hume,H;Q;P;,HUM_03,ST_FLOOD;,ST_18;,Y,,Q;H;P;,,,hume,,,,,,Y,BOM,,-36.21187783,147.67774070,0.000,0.000,0.367,Upper Murray,River,,Y,,,,,,,,,,,,,,,4.52,0.64,,,1.0e-03,1.0e-03,1.0e-03,86400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,122,EWS_OQ_011,,,,EWS_OP_017,,,Hume,P_obs;H_obs;Q_obs;,
R_401210A,GRANITE,401210A,,,Granite Flat,SNOWY CREEK @ BELOW GRANITE FLAT,Dartmouth,H;Q;P;,DAR_09,ST_FLOOD;,ST_08;,Y,,Q;H;P;,,,dartmouth,,,,,,Y,BOM;GMW,,-36.56852733,147.41338070,309.977,0.000,0.005,Upper Murray,River,,Y,,,,,,,,,,,,,,,3.82,0.29,,,2.5e-04,2.5e-04,1.0e-03,86400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,123,EWS_OQ_015,,,,EWS_OP_023,,,Hume;Dartmouth,H_obs;P_obs;Q_obs;,
R_401211A,COLEMAN,401211A,,,Colemans,MITTA MITTA RIVER @ COLEMANS,Dartmouth,H;Q;,DAR_07,KIEWA;,,Y,,Q;H;,Q;,,dartmouth,,,,,,Y,GMW,,-36.53122801,147.45655770,290.777,290.777,0.462,Upper Murray and Mitta Mitta,River,,Y,,,,,,obs_flow;fcst_flow;,,,,6.40,4.20,3.40,cvals,61427433169,6.68,-0.38,,,2.5e-04,2.5e-04,1.0e-03,129600.00,,,,,,,,,26.80,5.00,,,2.66e-03,2.66e-03,,,,,,,,,,,180.00,30.00,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,Y,,,,OPC,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,UpstreamOfHume,Q;,124,EWS_PQ_004,,,,,,,Hume;Dartmouth,Q_obs;H_obs,
R_401212A,,401212A,,,NARIEL @UPPER NARIEL,NARIEL CREEK @ UPPER NARIEL,,,,,,,,,,,,,,,,,,,,-36.44500012,147.82949290,494.097,0.000,0.000,,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,,,
R_401215C,,401215C,,,MORASS CK @ UPLANDS,MORASS CREEK @ UPLANDS,,,,,,Y,,,,,,,,,,,Y,,,-36.86621971,147.70351320,672.978,705.000,0.268,Upper Murray,River,,,,,,,,,,,,,,,,,2.61,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,,,,,,,,,,Dartmouth,P_obs;H_obs;Q_obs;,
R_401216A,JOKER,401216A,,,Jokers Ck,BIG RIVER @ JOKERS CREEK,Dartmouth,H;Q;P;,DAR_01,KIEWA;,,Y,,Q;H;P;,,,dartmouth,,,,,,Y,BOM,,-36.93271871,147.47219130,683.564,720.000,0.170,Upper Murray and Mitta Mitta,River,,Y,,,,,,,,,,,3.70,2.80,cvals,61458221079,4.49,0.43,,,6.6e-04,6.6e-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,125,EWS_OQ_001,,,,EWS_OP_019,,,Dartmouth,P_obs;H_obs;Q_obs;,
R_401217A,GIBBOPK,401217A,,,Gibbo Park,GIBBO RIVER @ GIBBO PARK,Dartmouth,H;Q;P;,DAR_03,KIEWA;,,Y,,Q;H;P;,,,dartmouth,,,,,,,BOM,,-36.75660534,147.70927750,490.080,518.000,0.100,Upper Murray and Mitta Mitta,River,,Y,,,,,,,,,,,,,,,2.79,0.22,,,6.6e-04,6.6e-04,1.0e-03,86400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,OPC,Rated,OPC,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,126,EWS_OQ_003,,,,EWS_OP_020,,,Dartmouth,P_obs;H_obs;Q_obs;,
R_401220B,MCCALLM,401220B,,,McCallums,TALLANGATTA CREEK @ McCALLUMS,Hume,H;Q;P;,HUM_08,KIEWA;,,Y,,Q;H;P;,,,hume,,,,,,Y,BOM,,-36.21329129,147.33525140,209.925,211.000,0.522,Upper Murray,River,STF,Y,,,,,,,,,,2.30,2.00,1.60,cvals,61458221752,2.85,0.51,,,,,1.0e-03,86400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,OPT,Rated,OPT,OPT,OPT,OPT,OPT,OPT,OPC,,,Q;P;,127,EWS_OQ_016,,,,EWS_OP_035,,,Hume,P_obs;H_obs;Q_obs;,
R_401222A,,401222A,,,MITTA @ BOWLERS LANE,MITTA MITTA RIVER @ BOWLERS LANE,,,,,,,,,,,,,,,,,,,,-36.46757617,147.33279360,0.000,0.000,0.000,Upper Murray and Mitta Mitta,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT,OPT,,,,,,,,,,,,,,,,,,,Dartmouth,H_obs;,
